"n.pop0","gen","bottleneck","nbar","nvar","pext"
20,1,FALSE,20,0,1
20,1,TRUE,20,0,1
20,2,FALSE,16.5848126232742,37.6755857073494,1
20,2,TRUE,16.9551282051282,49.3788439401414,1
20,3,FALSE,15.0187376725838,79.1639309168437,0.99112426035503
20,3,TRUE,15.6499013806706,112.928184499396,0.982248520710059
20,4,FALSE,14.680966469428,128.257812188318,0.939842209072978
20,4,TRUE,15.6311637080868,210.552595191735,0.923076923076923
20,5,FALSE,15.8407297830375,231.817245051762,0.875739644970414
20,5,TRUE,16.4423076923077,379.872841637888,0.838757396449704
20,6,FALSE,18.1839250493097,444.700738015099,0.793392504930966
20,6,TRUE,19,731.614208189442,0.736686390532544
20,7,FALSE,22.5877712031558,906.139801048769,0.732741617357002
20,7,TRUE,22.991124260355,1415.21255068413,0.662721893491124
20,8,FALSE,29.9669625246548,1926.225351006,0.683925049309665
20,8,TRUE,29.2968441814596,2955.88618638514,0.612919132149901
20,9,FALSE,41.4063116370809,4563.13428673464,0.645463510848126
20,9,TRUE,39.336291913215,6613.06198762464,0.57741617357002
20,10,FALSE,59.5014792899408,11075.5752321471,0.618343195266272
20,10,TRUE,54.2529585798817,14957.7006572511,0.551282051282051
20,11,FALSE,88.3145956607495,28079.0100088643,0.596646942800789
20,11,TRUE,78.1489151873767,36817.9176258568,0.529092702169625
20,12,FALSE,134.793392504931,74534.3189104386,0.582347140039448
20,12,TRUE,115.028599605523,94253.4367741607,0.513806706114398
20,13,FALSE,211.634615384615,205902.564504195,0.568540433925049
20,13,TRUE,174.312130177515,250662.293745247,0.5034516765286
20,14,FALSE,337,582888.404538727,0.563116370808678
20,14,TRUE,268.954142011834,677659.96977565,0.498520710059172
20,15,FALSE,547.514299802761,1676989.84735335,0.554733727810651
20,15,TRUE,422.664201183432,1889882.51125845,0.487179487179487
100,1,FALSE,100,0,1
100,1,TRUE,100,0,1
100,2,FALSE,83.3269230769231,193.53145041934,1
100,2,TRUE,84.8091715976331,448.264010561561,1
100,3,FALSE,75.7292899408284,386.104775617915,1
100,3,TRUE,78.1923076923077,1126.5283670449,1
100,4,FALSE,74.2396449704142,617.19957204952,1
100,4,TRUE,77.8722879684418,2286.32753950855,1
100,5,FALSE,77.9181459566075,1041.81372088248,1
100,5,TRUE,83.6513806706114,4293.84041743174,0.997534516765286
100,6,FALSE,86.9778106508876,1853.25999086299,1
100,6,TRUE,94.6459566074951,7737.29935710123,0.994082840236686
100,7,FALSE,103.004437869822,3536.87467195816,0.999013806706114
100,7,TRUE,113.501972386588,14549.3009334536,0.982248520710059
100,8,FALSE,128.937376725838,7096.13075818658,0.997534516765286
100,8,TRUE,142.21449704142,28528.3797206646,0.961538461538462
100,9,FALSE,168.820512820513,15260.8765005755,0.9965483234714
100,9,TRUE,185.355029585799,57692.0475474583,0.94723865877712
100,10,FALSE,229.113905325444,33742.5439999357,0.994082840236686
100,10,TRUE,249.674556213018,122591.985795314,0.927514792899408
100,11,FALSE,322.854536489152,78089.9714298295,0.992110453648915
100,11,TRUE,346.277613412229,269542.650569141,0.914201183431953
100,12,FALSE,469.189842209073,187918.735032437,0.990631163708087
100,12,TRUE,493.407297830375,611770.337233344,0.898422090729783
100,13,FALSE,699.966469428008,471457.58150958,0.989644970414201
100,13,TRUE,718.756903353057,1433414.82444665,0.884122287968442
100,14,FALSE,1067.61291913215,1215334.44062236,0.988165680473373
100,14,TRUE,1072.76035502959,3506018.66972499,0.877712031558185
100,15,FALSE,1662.3550295858,3214383.31937775,0.988165680473373
100,15,TRUE,1628.32692307692,8745418.57338432,0.868343195266272
